statusCode,statusMessage,croppingSerlNo,croppingSeasonName,croppingDate,croppingEndDate,croppingSystem,itemCode,cultivationArea,calCultivationArea,plantNum,calPlantNum,stemSlabNum,planSlabNum,plantDensity,standardPlantDensity,floodlightDec,leafArea,stndTemp,stndWeight,stndSolar,stndMeta,userId
0.0,NORMAL_CODE,236.0,2016_설향,2016-09-11 00:00:00,2017-09-10 00:00:00,B0004000000000000002,80400.0,,,,,,,,2.5,,0.0,,100.0,,,PF_0001307
,,334.0,2016_설향,2016-09-11 00:00:00,2017-09-10 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0001307
,,385.0,2017-설향,2017-09-15 00:00:00,2018-07-10 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0001307
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0001310
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0001314
0.0,NORMAL_CODE,241.0,2016_파프리카,2016-08-17 00:00:00,2017-08-16 00:00:00,B0004000000000000002,132600.0,,,,2.73,,,,2.5,,0.0,,100.0,,,PF_0001336
,,364.0,16_2_파프리카,2017-08-11 00:00:00,2018-07-10 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001336
,,3421.0,2020년_파프리카,2020-07-01 00:00:00,2021-07-31 00:00:00,,132600.0,3600.0,11900.83,7200.0,1.7000000000000002,,,,,,,,,,,PF_0001336
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0001342
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0001377
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0001378
0.0,NORMAL_CODE,336.0,2016_설향,2016-09-05 00:00:00,2017-09-04 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0001382
,,370.0,17_2작기,2017-08-24 00:00:00,2018-07-20 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0001382
,,2150.0,2019년_딸기(설향),2019-09-06 00:00:00,2020-07-01 00:00:00,,80400.0,834.9,2760.0,24000.0,0.1,,,,,,,,,,,PF_0001382
,,322.0,16-17 설향,2016-09-05 00:00:00,2017-06-30 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0001382
,,3362.0,2020년_딸기,2020-09-10 00:00:00,2021-06-30 00:00:00,,80400.0,834.9,2760.0,22000.0,0.1,,,,,,,,,,,PF_0001382
,,4712.0,2021년_딸기,2021-09-09 00:00:00,2022-05-31 00:00:00,,80400.0,799.81,2644.0,24000.0,0.1,,,,,,,,,,,PF_0001382
,,6019.0,2022년_딸기,2022-09-08 00:00:00,2023-05-31 00:00:00,,80400.0,799.81,2644.0,24000.0,0.1,,,,,,,,,,,PF_0001382
0.0,NORMAL_CODE,304.0,자가토_2016,2016-08-24 00:00:00,2017-08-24 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001393
,,493.0,2018_파프리카,2018-08-27 00:00:00,2019-06-17 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001393
,,2214.0,2019년_파프리카(말도나도),2019-09-21 00:00:00,2019-12-30 00:00:00,,132600.0,3025.0,10000.0,28000.0,0.4,,,,,,,,,,,PF_0001393
,,3264.0,2020년_파프리카,2020-08-20 00:00:00,2021-10-31 00:00:00,,132600.0,6000.0,19834.71,70000.0,0.30000000000000004,,,,,,,,,,,PF_0001393
0.0,NORMAL_CODE,308.0,콜레티_2016,2016-09-20 00:00:00,2017-09-19 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001394
,,2174.0,2019년_파프리카,2019-09-15 00:00:00,2020-07-30 00:00:00,,132600.0,968.0,3200.0,0.0,,,,,,,,,,,,PF_0001394
,,3659.0,2020년_파프리카,2020-07-25 00:00:00,2021-07-01 00:00:00,,132600.0,3000.0,9917.36,36000.0,0.30000000000000004,,,,,,,,,,,PF_0001394
,,4842.0,2021년_파프리카,2021-07-28 00:00:00,2022-07-01 00:00:00,,132600.0,6500.0,21487.6,65000.0,0.30000000000000004,,,,,,,,,,,PF_0001394
0.0,NORMAL_CODE,305.0,나가노_2016,2016-09-04 00:00:00,2017-09-03 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001395
,,3520.0,2020년_파프리카,2020-08-10 00:00:00,2021-07-31 00:00:00,,132600.0,4500.0,14876.03,40000.0,0.4,,,,,,,,,,,PF_0001395
0.0,NORMAL_CODE,321.0,16-17 최광호,2016-09-05 00:00:00,2017-09-05 00:00:00,B0004000000000000002,80300.0,,,,,,,,,,,,,,,PF_0001396
,,366.0,17-최광호,2017-08-25 00:00:00,2018-08-25 00:00:00,B0004000000000000002,80300.0,,,,,,,,,,,,,,,PF_0001396
,,530.0,2018년_토마토,2018-10-01 00:00:00,2019-06-24 00:00:00,B0004000000000000002,80300.0,,,,,,,,,,,,,,,PF_0001396
0.0,NORMAL_CODE,319.0,16-17 볼란테,2016-09-12 00:00:00,2017-09-12 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001399
,,373.0,17,2017-08-30 00:00:00,2018-08-30 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001399
,,481.0,2018_파프리카,2018-08-29 00:00:00,2019-06-25 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001399
,,2142.0,2019년_파프리카(볼란테),2019-07-26 00:00:00,2020-07-31 00:00:00,,132600.0,998.25,3300.0,12000.0,0.30000000000000004,,,,,,,,,,,PF_0001399
,,3234.0,2020년_파프리카,2020-09-05 00:00:00,2021-07-31 00:00:00,,132600.0,998.25,3300.0,12000.0,0.30000000000000004,,,,,,,,,,,PF_0001399
,,4424.0,2021년_파프리카,2020-08-03 00:00:00,2021-07-30 00:00:00,,132600.0,1694.0,5600.0,12000.0,0.5,,,,,,,,,,,PF_0001399
,,4713.0,2021년_파프리카,2021-08-20 00:00:00,2022-07-10 00:00:00,,132600.0,1694.0,5600.0,11260.0,0.5,,,,,,,,,,,PF_0001399
0.0,NORMAL_CODE,485.0,2018_파프리카,2018-08-30 00:00:00,2019-06-25 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001400
,,2141.0,2019년_파프리카(볼란테),2019-07-30 00:00:00,2020-07-30 00:00:00,,132600.0,1482.25,4900.0,11500.0,0.4,,,,,,,,,,,PF_0001400
,,318.0,16-17 말도나도,2016-08-20 00:00:00,2016-08-20 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001400
,,396.0,17-18,2017-10-07 00:00:00,2018-09-06 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001400
0.0,NORMAL_CODE,316.0,17-17 말도나도,2016-09-03 00:00:00,2016-09-03 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001401
,,495.0,2018_파프리카,2018-08-30 00:00:00,2019-06-26 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001401
,,394.0,2017-10,2017-09-12 00:00:00,2018-09-11 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001401
,,3580.0,2020년_파프리카,2020-08-15 00:00:00,2021-06-30 00:00:00,,132600.0,3000.0,9917.36,30000.0,0.30000000000000004,,,,,,,,,,,PF_0001401
0.0,NORMAL_CODE,315.0,16-17 신지원,2016-11-29 00:00:00,2016-11-29 00:00:00,B0004000000000000002,80300.0,,,,,,,,,,,,,,,PF_0001402
,,400.0,17-18,2017-12-11 00:00:00,2018-09-04 00:00:00,B0004000000000000002,80300.0,,,,,,,,,,,,,,,PF_0001402
,,3377.0,2020년_토마토,2020-07-30 00:00:00,2020-12-25 00:00:00,,80300.0,12000.0,39669.42,10000.0,4.0,,,,,,,,,,,PF_0001402
,,3903.0,2021년_토마토,2021-01-01 00:00:00,2021-07-15 00:00:00,,80300.0,1200.0,3966.94,10000.0,0.4,,,,,,,,,,,PF_0001402
0.0,NORMAL_CODE,312.0,16-17 천리성,2017-01-30 00:00:00,2017-08-16 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001403
,,372.0,17,2017-08-16 00:00:00,2018-08-16 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001403
,,434.0,2018년_키시,2018-06-30 00:00:00,2019-07-31 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001403
,,2124.0,2019년_파프리카,2019-06-30 00:00:00,2020-01-28 00:00:00,,132600.0,2994.75,9900.0,31000.0,0.30000000000000004,,,,,,,,,,,PF_0001403
,,2981.0,2020년_파프리카,2020-01-01 00:00:00,2020-11-30 00:00:00,,132600.0,2994.75,9900.0,34000.0,0.30000000000000004,,,,,,,,,,,PF_0001403
,,3900.0,2021년_파프리카,2021-01-26 00:00:00,2022-01-06 00:00:00,,132600.0,2994.75,9900.0,34000.0,0.30000000000000004,,,,,,,,,,,PF_0001403
,,5078.0,2022년_파프리카,2022-01-24 00:00:00,2022-12-15 00:00:00,,132600.0,3000.0,9900.0,34000.0,3.43,,,,,,,,,,,PF_0001403
0.0,NORMAL_CODE,313.0,16-17오상민,2017-01-30 00:00:00,2017-12-31 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001404
0.0,NORMAL_CODE,295.0,데퍼니스_2016,2016-10-05 00:00:00,2017-10-05 00:00:00,B0004000000000000002,80300.0,,,,2.73,,,,,,,,100.0,,,PF_0001405
,,528.0,2018년_토마토,2018-10-14 00:00:00,2019-06-25 00:00:00,B0004000000000000002,80300.0,,,,,,,,,,,,,,,PF_0001405
,,2400.0,2019년_토마토(레드250),2019-10-04 00:00:00,2020-06-30 00:00:00,,80300.0,798.6,2640.0,5450.0,0.5,,,,,,,,,,,PF_0001405
,,3410.0,2020년 _토마토,2020-10-05 00:00:00,2021-06-30 00:00:00,,80300.0,798.6,2640.0,13000.0,0.2,,,,,,,,,,,PF_0001405
,,4760.0,2021년_토마토,2021-10-01 00:00:00,2022-07-20 00:00:00,,80300.0,800.0,2644.63,5400.0,0.5,,,,,,,,,,,PF_0001405
0.0,NORMAL_CODE,350.0,2017_토마토,2017-06-14 00:00:00,2018-01-01 00:00:00,B0004000000000000002,80300.0,,,,,,,,,,,,,,,PF_0001406
,,3393.0,2020년_토마토,2020-07-11 00:00:00,2020-11-30 00:00:00,,80300.0,2300.0,7603.31,16000.0,0.5,,,,,,,,,,,PF_0001406
0.0,NORMAL_CODE,327.0,2015_설향,2015-09-12 00:00:00,2016-12-31 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0001407
,,328.0,2016_설향,2016-09-15 00:00:00,2017-09-14 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0001407
,,2149.0,2019년_딸기(설향),2019-09-10 00:00:00,2020-05-31 00:00:00,,80400.0,1149.5,3800.0,31000.0,0.1,,,,,,,,,,,PF_0001407
,,3443.0,2020년_딸기,2020-09-10 00:00:00,2021-06-30 00:00:00,,80400.0,1149.5,3800.0,31000.0,0.1,,,,,,,,,,,PF_0001407
0.0,NORMAL_CODE,359.0,2017_나가노,2017-04-01 00:00:00,2018-04-01 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001408
0.0,NORMAL_CODE,307.0,나가노_2016,2016-08-24 00:00:00,2017-08-24 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001409
0.0,NORMAL_CODE,306.0,나가노_2016,2016-09-01 00:00:00,2017-09-01 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001410
0.0,NORMAL_CODE,311.0,16-17 오범록,2017-02-18 00:00:00,2017-02-18 00:00:00,B0004000000000000002,80300.0,,,,,,,,,,,,,,,PF_0001411
,,329.0,2017_파프리카,2017-02-18 00:00:00,2017-12-30 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0001411
0.0,NORMAL_CODE,301.0,"데프니스_2015,2016",2015-05-01 00:00:00,2017-05-01 00:00:00,B0004000000000000002,80300.0,,,,,,,,,,,,,,,PF_0001412
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0001537
0.0,NORMAL_CODE,4049.0,2020 오이(스마일),2020-11-06 00:00:00,2021-07-15 00:00:00,,90100.0,800.11,2645.0,5300.0,0.5,,,,,,,,,,,PF_0001542
,,4837.0,2021년_오이,2021-11-06 00:00:00,2022-07-30 00:00:00,,90100.0,800.11,2645.0,5300.0,0.5,,,,,,,,,,,PF_0001542
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0001576
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0001600
0.0,NORMAL_CODE,430.0,2017년_백다다기,2017-10-14 00:00:00,2018-05-31 00:00:00,B0004000000000000001,90100.0,,,,,,,,,,,,,,,PF_0001637
,,463.0,2018년_백다다기,2018-10-26 00:00:00,2019-05-31 00:00:00,B0004000000000000001,90100.0,,,,,,,,,,,,,,,PF_0001637
,,3267.0,2020년_오이,2020-10-10 00:00:00,2021-06-30 00:00:00,,90100.0,1000.0,3305.79,10000.0,0.30000000000000004,,,,,,,,,,,PF_0001637
0.0,NORMAL_CODE,433.0,2018년_용천수,2018-05-12 00:00:00,2018-07-31 00:00:00,B0004000000000000001,90100.0,,,,,,,,,,,,,,,PF_0001644
,,2126.0,2019년_오이(한강맛),2019-09-28 00:00:00,2020-05-30 00:00:00,,90100.0,907.5,3000.0,7000.0,0.4,,,,,,,,,,,PF_0001644
,,464.0,2018년2번째_용천수,2018-09-30 00:00:00,2019-01-31 00:00:00,B0004000000000000001,90100.0,,,,,,,,,,,,,,,PF_0001644
,,3364.0,2020년_오이(흑침),2020-09-27 00:00:00,2021-06-30 00:00:00,,90100.0,900.0,2975.21,7000.0,0.4,,,,,,,,,,,PF_0001644
,,4064.0,2020년_오이(흑침),2020-09-27 00:00:00,2021-06-30 00:00:00,,90100.0,900.0,2975.21,7100.0,0.4,,,,,,,,,,,PF_0001644
,,4882.0,2021_오이,2021-09-24 00:00:00,2022-05-31 00:00:00,,90100.0,907.5,3000.0,7000.0,0.4,,,,,,,,,,,PF_0001644
,,6004.0,2022년_오이,2022-10-18 00:00:00,2023-06-30 00:00:00,,90100.0,907.5,3000.0,8000.0,0.4,,,,,,,,,,,PF_0001644
0.0,NORMAL_CODE,465.0,2018년_한강,2018-10-29 00:00:00,2019-03-31 00:00:00,B0004000000000000001,90100.0,,,,,,,,,,,,,,,PF_0001665
,,2137.0,2019년_오이(한강맛),2019-10-23 00:00:00,2020-06-15 00:00:00,,90100.0,1769.63,5850.0,13000.0,0.5,,,,,,,,,,,PF_0001665
,,3346.0,2020년_오이,2020-09-01 00:00:00,2021-05-30 00:00:00,,90100.0,438.0,1447.93,3900.0,0.4,,,,,,,,,,,PF_0001665
,,4056.0,2021년_백다다기,2020-10-13 00:00:00,2021-06-30 00:00:00,,90100.0,1573.0,5200.0,13000.0,0.4,,,,,,,,,,,PF_0001665
,,4880.0,2021_오이,2021-12-10 00:00:00,2022-05-31 00:00:00,,90100.0,453.75,1500.0,3800.0,0.4,,,,,,,,,,,PF_0001665
,,5458.0,2022년_오이(백다다기),2022-03-15 00:00:00,2022-06-30 00:00:00,,90100.0,453.75,1500.0,3800.0,0.4,,,,,,,,,,,PF_0001665
,,6005.0,2022년_오이,2022-09-17 00:00:00,2022-12-25 00:00:00,,90100.0,998.25,3300.0,7800.0,0.4,,,,,,,,,,,PF_0001665
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0001719
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0001726
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0001750
0.0,NORMAL_CODE,410.0,2017년_꿀사랑,2017-12-04 00:00:00,2018-07-30 00:00:00,B0004000000000000001,80200.0,,,,,,,,,,,,,,,PF_0001790
,,534.0,2018년_참외,2018-12-04 00:00:00,2019-06-26 00:00:00,B0004000000000000001,80200.0,,,,,,,,,,,,,,,PF_0001790
,,2565.0,2019_참외,2019-12-30 00:00:00,2020-08-01 00:00:00,,80200.0,998.25,3300.0,2000.0,1.7000000000000002,,,,,,,,,,,PF_0001790
,,3422.0,2020년_참외,2020-11-27 00:00:00,2021-08-01 00:00:00,,80200.0,998.25,3300.0,2000.0,1.6,,,,,,,,,,,PF_0001790
0.0,NORMAL_CODE,4023.0,2020년_딸기,2020-09-09 00:00:00,2021-07-10 00:00:00,,80400.0,,6610.02,45000.0,0.1,,,,,,,,,,,PF_0002139
,,4822.0,2021년_딸기,2021-09-12 00:00:00,2022-06-30 00:00:00,,80400.0,1999.53,6610.0,60000.0,0.1,,,,,,,,,,,PF_0002139
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0002154
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0002157
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0002183
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0002284
0.0,NORMAL_CODE,445.0,2018년_설향,2018-09-11 00:00:00,2019-05-31 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002285
,,3412.0,2020년_딸기,2020-09-10 00:00:00,2021-05-31 00:00:00,,80400.0,2000.0,6611.57,66600.0,0.1,,,,,,,,,,,PF_0002285
,,4805.0,2021년_딸기,2021-09-26 00:00:00,2022-05-30 00:00:00,,80400.0,2000.0,6611.57,66600.0,0.1,,,,,,,,,,,PF_0002285
0.0,NORMAL_CODE,443.0,2018년_설향,2018-09-06 00:00:00,2019-05-31 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002286
,,3432.0,2020년_딸기,2020-09-10 00:00:00,2021-05-30 00:00:00,,80400.0,1000.0,3305.79,33400.0,0.1,,,,,,,,,,,PF_0002286
0.0,NORMAL_CODE,444.0,2018년_설향,2018-09-07 00:00:00,2019-05-31 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002287
,,3655.0,2020년_딸기,2020-09-03 00:00:00,2021-06-01 00:00:00,,80400.0,1600.0,5289.26,36000.0,0.1,,,,,,,,,,,PF_0002287
0.0,NORMAL_CODE,421.0,2017년_설향,2017-09-03 00:00:00,2018-06-30 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002288
,,453.0,2018년_설향,2018-09-03 00:00:00,2019-06-30 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002288
0.0,NORMAL_CODE,449.0,2018년_설향,2018-09-15 00:00:00,2019-05-31 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002289
0.0,NORMAL_CODE,412.0,2017년_설향,2017-09-03 00:00:00,2018-06-15 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002290
,,451.0,2018년_설향,2018-09-08 00:00:00,2019-06-30 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002290
,,2143.0,2019년_딸기(설향),2019-09-17 00:00:00,2020-05-29 00:00:00,,80400.0,598.95,1980.0,13300.0,0.1,,,,,,,,,,,PF_0002290
,,3365.0,2020년_딸기,2020-09-10 00:00:00,2021-05-23 00:00:00,,80400.0,598.95,1980.0,13300.0,0.1,,,,,,,,,,,PF_0002290
,,4716.0,2021년_딸기,2021-09-11 00:00:00,2022-06-10 00:00:00,,80400.0,598.95,1980.0,13500.0,0.1,,,,,,,,,,,PF_0002290
,,6008.0,2022년_딸기,2022-09-08 00:00:00,2023-06-10 00:00:00,,80400.0,598.95,1980.0,13500.0,0.1,,,,,,,,,,,PF_0002290
0.0,NORMAL_CODE,403.0,2017년_설향,2017-09-02 00:00:00,2018-06-30 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002291
,,450.0,2018년_설향,2018-09-02 00:00:00,2019-06-30 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002291
,,3646.0,2020년_딸기,2020-09-20 00:00:00,2021-06-15 00:00:00,,80400.0,600.0,1983.47,17000.0,0.1,,,,,,,,,,,PF_0002291
,,4804.0,2021년_딸기,2021-09-07 00:00:00,2022-06-15 00:00:00,,80400.0,600.0,1983.47,17000.0,0.1,,,,,,,,,,,PF_0002291
0.0,NORMAL_CODE,409.0,2017년_설향,2017-09-05 00:00:00,2018-06-30 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002292
,,452.0,2018년_설향,2018-09-05 00:00:00,2019-06-30 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002292
0.0,NORMAL_CODE,447.0,2018년_설향,2018-09-11 00:00:00,2019-05-31 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002293
,,2155.0,2019년_딸기(설향),2019-09-11 00:00:00,2020-06-15 00:00:00,,80400.0,1210.0,4000.0,27000.0,0.1,,,,,,,,,,,PF_0002293
,,3367.0,2020년_딸기,2020-09-13 00:00:00,2021-06-15 00:00:00,,80400.0,1210.0,4000.0,30000.0,0.1,,,,,,,,,,,PF_0002293
,,4718.0,2021년_딸기,2021-09-12 00:00:00,2022-06-15 00:00:00,,80400.0,1210.0,4000.0,32000.0,0.1,,,,,,,,,,,PF_0002293
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0002294
0.0,NORMAL_CODE,437.0,2018년_볼란테,2018-08-09 00:00:00,2019-06-30 00:00:00,B0004000000000000001,132600.0,,,,,,,,,,,,,,,PF_0002295
0.0,NORMAL_CODE,3413.0,2020년_파프리카,2020-06-25 00:00:00,2021-06-01 00:00:00,,132600.0,1500.0,4958.68,18000.0,0.30000000000000004,,,,,,,,,,,PF_0002296
,,4802.0,2021년_파프리카,2021-06-15 00:00:00,2022-06-30 00:00:00,,132600.0,1500.0,4958.68,18000.0,0.30000000000000004,,,,,,,,,,,PF_0002296
0.0,NORMAL_CODE,426.0,2017년_설향,2017-09-09 00:00:00,2018-06-30 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002297
,,2153.0,2019년_딸기(설향),2019-09-13 00:00:00,2020-06-15 00:00:00,,80400.0,3194.4,10560.0,23000.0,0.5,,,,,,,,,,,PF_0002297
,,457.0,2018년_설향,2018-09-20 00:00:00,2019-05-29 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002297
,,3273.0,2020년_딸기,2020-09-10 00:00:00,2021-06-30 00:00:00,,80400.0,2500.0,8264.46,47000.0,0.2,,,,,,,,,,,PF_0002297
0.0,NORMAL_CODE,440.0,2018년_마르헤타,2018-08-20 00:00:00,2019-07-31 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0002298
0.0,NORMAL_CODE,2157.0,2019년_파프리카(볼란테),2019-07-10 00:00:00,2020-07-30 00:00:00,,132600.0,2499.86,8264.0,0.0,,,,,,,,,,,,PF_0002299
,,439.0,2018년_나가노,2018-08-23 00:00:00,2019-07-31 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0002299
0.0,NORMAL_CODE,428.0,다육이 작기,2018-01-01 00:00:00,2018-04-30 00:00:00,B0004000000000000001,230000.0,,,,,,,,,,,,,,,PF_0002300
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0002301
0.0,NORMAL_CODE,424.0,2017년_설향,2017-09-06 00:00:00,2018-05-31 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002303
,,456.0,2018년_설향,2018-09-15 00:00:00,2019-05-31 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002303
,,2125.0,2019년_딸기(설향),2019-09-10 00:00:00,2020-05-20 00:00:00,,80400.0,1149.5,3800.0,31000.0,0.1,,,,,,,,,,,PF_0002303
,,3369.0,2020년_딸기,2020-09-10 00:00:00,2021-06-30 00:00:00,,80400.0,999.76,3305.0,27000.0,0.1,,,,,,,,,,,PF_0002303
,,4720.0,2021년_딸기,2021-09-12 00:00:00,2022-05-31 00:00:00,,80400.0,1200.02,3967.0,31350.0,0.1,,,,,,,,,,,PF_0002303
,,6014.0,2022년_딸기,2022-09-15 00:00:00,2023-05-31 00:00:00,,80400.0,1200.02,3967.0,31350.0,0.1,,,,,,,,,,,PF_0002303
0.0,NORMAL_CODE,2219.0,2019년_딸기,2019-08-31 00:00:00,2020-05-31 00:00:00,,80400.0,599.86,1983.0,14600.0,0.1,,,,,,,,,,,PF_0002304
,,446.0,2018년_설향,2018-09-11 00:00:00,2019-05-31 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002304
,,3408.0,2020년_딸기,2020-09-10 00:00:00,2021-05-30 00:00:00,,80400.0,600.0,1983.47,16000.0,0.1,,,,,,,,,,,PF_0002304
,,4799.0,2021년_딸기,2021-09-13 00:00:00,2022-05-30 00:00:00,,80400.0,600.0,1983.47,16000.0,0.1,,,,,,,,,,,PF_0002304
0.0,NORMAL_CODE,423.0,2017년_설향,2017-09-08 00:00:00,2018-06-30 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002305
,,455.0,2018년_설향,2018-09-15 00:00:00,2019-05-31 00:00:00,B0004000000000000002,80400.0,,,,,,,,,,,,,,,PF_0002305
,,2005.0,2019년_딸기(설향),2019-09-16 00:00:00,2020-05-20 00:00:00,,80400.0,600.16,1984.0,18000.0,0.1,,,,,,,,,,,PF_0002305
,,3371.0,2020년_딸기,2020-09-15 00:00:00,2021-05-30 00:00:00,,80400.0,2000.0,6611.57,75000.0,0.1,,,,,,,,,,,PF_0002305
,,3372.0,2020년_딸기,2020-09-15 00:00:00,2021-05-30 00:00:00,,80400.0,1600.0,5289.26,60000.0,0.1,,,,,,,,,,,PF_0002305
,,4717.0,2021년_딸기,2021-09-15 00:00:00,2022-05-30 00:00:00,,80400.0,3394.05,11220.0,110000.0,0.1,,,,,,,,,,,PF_0002305
,,6012.0,2022년_딸기,2022-09-05 00:00:00,2023-05-31 00:00:00,,80400.0,2000.0,6611.57,60000.0,0.1,,,,,,,,,,,PF_0002305
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0002321
0.0,NORMAL_CODE,427.0,2017년_마라넬로,2017-08-04 00:00:00,2018-07-15 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0002322
,,2238.0,2020년_토마토,2020-06-01 00:00:00,2020-06-01 00:00:00,,80300.0,700.0,2314.05,2500.0,0.9,,,,,,,,,,,PF_0002322
,,458.0,2018년_마라넬로,2018-10-05 00:00:00,2019-07-31 00:00:00,B0004000000000000002,132600.0,,,,,,,,,,,,,,,PF_0002322
,,3402.0,2020년_방울토마토,2020-09-22 00:00:00,2021-06-30 00:00:00,,80600.0,600.0,1983.47,6000.0,0.30000000000000004,,,,,,,,,,,PF_0002322
,,4797.0,2021년_토마토,2021-10-25 00:00:00,2022-05-30 00:00:00,,80300.0,600.0,1983.47,5000.0,0.4,,,,,,,,,,,PF_0002322
0.0,NORMAL_CODE,,,,,,,,,,,,,,,,,,,,,PF_0002323
0.0,NORMAL_CODE,4052.0,2020년_딸기,2020-09-15 00:00:00,2021-06-30 00:00:00,,80400.0,955.9,3160.0,32000.0,0.1,,,,,,,,,,,PF_0002381
,,4565.0,2020년_딸기(금실),2020-09-01 00:00:00,2021-05-31 00:00:00,,80400.0,1210.0,4000.0,34000.0,0.1,,,,,,,,,,,PF_0002381
