,title,link,image,author,discount,publisher,pubdate,isbn,description
135,실전 인공지능 (의사를 위한),https://search.shopping.naver.com/book/catalog/32474276058,https://shopping-phinf.pstatic.net/main_3247427/32474276058.20220527052212.jpg,차유진,21600,군자출판사,20170710,9791159552168,▶ 이 책은 실전 인공지능에 대해 다룬 도서입니다. 실전 인공지능 의학의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.
136,파이썬으로 배우는 소프트웨어와 인공지능,https://search.shopping.naver.com/book/catalog/32441652828,https://shopping-phinf.pstatic.net/main_3244165/32441652828.20220527061854.jpg,조행래^윤종희^서영석^김영탁,24250,영남대학교출판부,20220315,9788975818516,"빅데이터와 인공지능, 기계학습, 파이썬 언어 등을 체험하고, 이런 기술들을 자신의 전공 분야에 
접목할 수 있도록 하는 데 중점을 둠

알파고의 등장 이후로 인공지능에 대한 사회적인 관심이 급증하고 있으며, 4차 산업혁명의 발전으로 다양한 산업 분야에서 소프트웨어 기술과의 융합이 이루어지고 있다. 이에 따라 소프트웨어와 인공지능 기술 관련 지식은 컴퓨터공학 전공자만이 아니라 모든 사회 구성원들이 필수적으로 갖추어야 하는 기초 소양이 되었다. 이 책은 4차 산업혁명의 핵심 기술인 빅데이터와 인공지능, 기계학습, 파이썬 언어 등을 체험하게 하고, 이러한 기술들을 자신의 전공 분야에 쉽게 접목할 수 있도록 유도하는 내용으로 구성하였다."
137,체험 인공지능 (실용적인 예제를 통해 배우는 인공지능 입문서),https://search.shopping.naver.com/book/catalog/32492251698,https://shopping-phinf.pstatic.net/main_3249225/32492251698.20220527022458.jpg,정기철,17820,도서출판 홍릉(홍릉과학출판사),20160229,9791156004332,실용적인 예제를 통해 배우는 인공지능 입문서 [체험 인공지능].
138,"꿈꾸는 인공지능 (AI, 상상이 현실이 되다)",https://search.shopping.naver.com/book/catalog/32442810079,https://shopping-phinf.pstatic.net/main_3244281/32442810079.20220527050433.jpg,지승도,16200,자유문고,20210325,9788970301549,"인공지능 입문서이자 안내서!

인공지능이 어떻게 발전해왔고, 어떻게 활용되고 있으며, 어떻게 발전할 것인가를 보여준다. 즉 AI의 기원, 진화과정, 원리 등과 함께 중요한 인공지능 기술들-논리추론, 오류역전파, 딥러닝, 알파고, 유정 알고리즘 등-에 대해 상세히 설명한다. 
더불어 기술적 측면을 넘어 인공지능의 본질에 대한 통찰을 강조하고 있는데, 이는 인공지능을 단순한 기계가 아니라 ‘마른 생명체’로 인정하는 것이다. 따라서 다른 학문과의 융섭은 필수불가결하며, 이 책이 입문자를 위한 책이면서 전공자들에게도 필요한 이유이다."
139,"AI 메이커스, 인공지능 전쟁의 최전선 (The Genius Makers)",https://search.shopping.naver.com/book/catalog/32441516849,https://shopping-phinf.pstatic.net/main_3244151/32441516849.20220527054428.jpg,케이드 메츠,16760,김영사,20220415,9788934949541,"★ 취재 기간 8년, 관계자 인터뷰 400명
★ 세계 언론이 극찬한 화제의 베스트셀러

‘딥러닝의 창시자’부터 ‘알파고의 아버지’까지
유용하고도 위험한 AI 기술을 만든 천재 개발자들 이야기

구글, 페이스북, 마이크로소프트, 바이두가 매년 수천만 달러를 제시해 모셔가는 VVIP 기술자들. 어쩌면 인류 역사에 ‘특이점’을 가져올 수도 있는 미친 두뇌의 소유자들. ‘AI 메이커스’에 대한 모든 것을 담은 단 한 권의 책. 60년 넘게 이어져 온 인공지능 세계대전의 현황을 보고하고 미래를 전망하는 가장 공신력 있는 기록. 인공지능이 인간을 파악하기 전에 인간이 인공지능에 대해 알아야 할 모든 것."
140,"인공지능, 영화가 묻고 철학이 답하다 (4차 산업혁명 시대가 요구하는 상상력 개발을 위한 인문학 강의)",https://search.shopping.naver.com/book/catalog/32442821898,https://shopping-phinf.pstatic.net/main_3244282/32442821898.20220527091029.jpg,양선이,13500,바른북스,20211229,9791165455903,"감정, 윤리 분야에 세계적 권위자가 바라본 인공지능의 미래
인간을 이해하면 인공지능의 미래가 보인다.
인문, 예술, 공학을 아우르는 융·복합 학술 연구의 결정판

영화 속 인공지능들이 왜 감정을 가졌는지부터 시작한다. 인간과 인공지능 사이에 사랑이 가능한가를 알아보며 지나친 의인화와 중독에 대해 경고한다. 영화에서 자신이 한 일에 대해 ‘책임’을 질 테니 자기에게 ‘권리’를 그리고 ‘인격’을 부여해 달라고 요청한 인공지능의 문제를 살펴본다. 미래에 등장할 인공지능과 인간의 공존에 관건인 인공지능의 도덕화, 또는 윤리적 행위자로서의 인공지능을 만드는 문제에 일반 시민이 참여할 수 있도록 학식과 견해를 쉽게 풀어 제시한다."
141,인공지능·빅데이터 마케팅(큰글씨책),https://search.shopping.naver.com/book/catalog/32469863866,https://shopping-phinf.pstatic.net/main_3246986/32469863866.20220527061455.jpg,이원준,22500,커뮤니케이션북스,20220407,9791128817861,"인공지능에 기반한 마케팅 자동화 솔루션들이 글로벌 IT기업을 중심으로 속속 도입되고 있다. 빅데이터의 분석으로 개별 소비자의 다양한 이용 행동과 선호하는 미디어에 맞춤형 광고를 제공하는 노력도 보편화 되었다. 이메일과 뉴스레터 발송, 판촉 활동 등을 맞춤화해 주는 자동화된 메일링 서비스, 쇼핑몰의 고객 관리에 사용되는 맞춤화된 챗봇(chatbot) 서비스, 음성인식 기반의 지능형 비서 에이전트, 고객관리를 자동화해 주는 서비스들이 기업의 마케팅 업무에 활용되는 경우들이 증가하면서 마케팅 환경이 기술 안으로 빨려 들어가고 있다."
142,의료 인공지능,https://search.shopping.naver.com/book/catalog/32487773851,https://shopping-phinf.pstatic.net/main_3248777/32487773851.20220527055638.jpg,최윤섭,18000,클라우드나인,20180625,9791186269992,"전세계에서 의료 인공지능을 둘러싸고 제기되는 다양한 이슈를 통해 의료 인공지능의 현재와 미래를 살펴보다!

의료 인공지능의 기술적 측면과 아울러 의료계 안팎에서 제기되는 인공지능과 관련된 여러 이슈를 깊이 있게 다룬 『의료 인공지능』. 의료인이나 인공지능 전문가가 아닌 일반 독자들도 의료 인공지능의 최신 동향과 주요 이슈를 이해할 수 있도록 전문적인 용어를 최대한 배제하여 정리한 책이다. 이미 시작된 의료 인공지능이라는 미래의 근본적인 변화를 어떻게 받아들이고 어떤 미래를 만들어갈지 이 책을 통해 생각해볼 수 있도록 깊이 있게 써내려갔다.

이 책은 크게 세 가지 파트로 나뉜다. 1부에서는 의료 인공지능을 살펴보기 위한 전반적인 방향성과 논의의 범위를 제시한다. ‘의사의 80%가 사라진다’는 도발적인 주장부터 시작해서 의료 외의 다양한 분야에서 인공지능 때문에 이미 일어나고 있는 기술적 실직technological unemployment에 관해서도 소개한다. 2부에서는 의료 인공지능이 현재 어느 수준까지 발전되어 있는지 구체적인 사례들에 대해서 다룬다. 특히 알파고 쇼크 이후 의료계에 인공지능을 화두로 만든 주역 IBM 왓슨에 대해 살펴본다. 

더불어 의료 현장에서 사용되는 의료 인공지능의 연구결과 및 실질적인 사례를 담았다. 지난 몇 년간 저자가 의료계, 학계, 산업계의 많은 전문가와 다양한 논의를 거쳤던 대표적인 사례들, 특히 근거가 충분한 사례들을 중심으로 균형 있게 설명하고 있다. 3부에서는 의료 인공지능으로 야기되는 다양한 이슈들에 대해서 살펴본다. 국내 산업계에서도 세계적인 혁신가들이 등장하여 의료 인공지능을 개발하기 위한 치열한 도전을 시작했지만 매우 복잡하고 아직 논의가 진행 중인 의료적, 기술적, 규제적, 윤리적, 사회적, 경제적, 법적 이슈들이 산적해 있다. 이러한 이슈들에 대해서 개괄하며 어떠한 방향에서 논의를 진행해야 하는지 방향성을 제시하고 있다."
143,인공지능기술,https://search.shopping.naver.com/book/catalog/32489499223,https://shopping-phinf.pstatic.net/main_3248949/32489499223.20220527051303.jpg,하이버스 기술연구소^이규대^안병구^강민구,29700,상학당,20200320,9788965871927,▶ 이 책은 첨단과학/과학기술을 다룬 이론서입니다. 첨단과학/과학기술의 기초적이고 전반적인 내용을 학습할 수 있습니다.
144,난생처음 인공지능 입문,https://search.shopping.naver.com/book/catalog/32485514451,https://shopping-phinf.pstatic.net/main_3248551/32485514451.20220527060124.jpg,서지영,23750,한빛아카데미,20210618,9791156645504,"이공계적인 어려움을 배제하여 누구나 쉽게 배울 수 있는 인공지능 입문서

이 책은 IT 비전공자뿐만 아니라 중고등학생도 쉽게 배울 수 있는 이론 중심의 인공지능 입문서입니다. 인공지능의 개념을 실생활에서 접할 수 있는 사례를 중심으로 재미있는 삽화와 생생한 이미지를 통해 친절하게 설명합니다. 그리고 인공지능을 구현하기 위해 필요한 기술인 GPU, 5G, 클라우드, 사물인터넷, 빅데이터, 머신러닝, 인공신경망, 딥러닝 등을 자세히 알아봅니다. 또한 현재 구현되고 있는 인공지능 플랫폼과 서비스를 살펴보면서 미래에 인간이 인공지능에 어떻게 대처할 것인지 배워봅니다. 이 책을 끝까지 읽는다면 막연하기만 했던 인공지능을 누구나 쉽게 이해할 수 있을 것입니다.

※ 본 도서는 대학 강의용 교재로 개발되었으므로 연습문제 해답은 제공하지 않습니다."
145,인공지능 시대의 책 쓰기 (인공지능에 맞서 나만의 콘텐츠로 살아남는 방법),https://search.shopping.naver.com/book/catalog/32485514038,https://shopping-phinf.pstatic.net/main_3248551/32485514038.20220527065116.jpg,차석호,12420,드림공작소,20210608,9791191610017,"인공지능이 넘볼 수 없는 경쟁력을 갖추려면 나만의 콘텐츠를 담은 책 쓰기를 통해 전문가로 거듭나라!

퍼스널브랜딩 전문가 차석호가 알려주는 인공지능 시대의 생존전략

4차 산업혁명과 인공지능의 시대, 인간의 일자리는 AI로 대체되고 있다.
저자는 AI에게 대체되지 않는 인간의 생존 전략으로 ‘전문가’ 되기를 제시하고 있다. 전문가가 되는 많은 방법 중 가장 빠르고 쉬운 방법은, 즉 단기투자로 최대의 효과를 낼 수 있는 ‘나만의 언어로 책 쓰기’이다. AI가 책도 쓴다고는 하지만, 기존의 자료를 짜깁기하여 만든 결과물일 뿐 결코 인간만이 할 수 있는 재해석과 재창조의 영역엔 도달할 수 없다. 내가 겪은 경험을 나만의 언어로 체화시켜 책 속에 담아내면, 전문가로서 가장 확실한 퍼스널브랜딩 방법이라고 주장한다. 그러기 위해선 다른 책과 구별되는 차별성과 책을 펼쳐 들 독자의 이익을 담아야 하는데, 그 방법중 하나로 스몰 라이팅(Small Writing)이 있다. 
쉽고 독창적인 글을, 매일 조금씩 써라. 두려움을 떨쳐 내고 책 쓰기를 통해 인생을 바꾸는 시작점을 찍어보자."
146,봐요! 봐요! 인공지능: 머신러닝포키즈 편,https://search.shopping.naver.com/book/catalog/32441643945,https://shopping-phinf.pstatic.net/main_3244164/32441643945.20220527043107.jpg,정현호^노사무엘^박성식^박수진^양혜민,13500,성안북스,20220328,9788970674162,"현직 초등학교 선생님이 직접 집필한 
교과연계형 체험·토론 인공지능 학습서.

나를 대신해서 숙제를 해주고 공부를 해주는 로봇을 상상해 본 적이 있나요? 
내가 할 일을 로봇이 대신해 주는 동안 내가 하고 싶은 일들을 실컷 하는 상상 말이죠. 생각만 해도 행복합니다. 오래 전부터 사람들은 먹고, 자고, 입는 것을 편하게 하려고 도구를 이용했고, 나아가 도구들이 자동으로 작동하게 만들어 왔습니다. 가장 대표적인 도구가 바로 컴퓨터이지요. 컴퓨터는 반복적으로 하는 귀찮은 일들을 자동으로 해주고, 여러 번 같은 말을 입력해도 싫은 내색 한 번 없이 명령을 잘 듣지요.
이제는 ‘자동’으로 해주는 컴퓨터에서 ‘알아서’ 해주는 컴퓨터로 시대가 바뀌고 있습니다. 키보드 자판으로 입력해야 화면에 출력 되는 기술에서, 말하기만 하면 화면에 출력이 되고, 나아가 나와 대화까지 하는 기술로 발전하게 되었습니다. 컴퓨터가 목소리를 알아듣고, 얼굴을 알아봅니다. 그리고 목소리와 얼굴을 더 잘 알아보기 위해 스스로 공부하고, 더 똑똑해지려고 노력합니다. 바로 우리가 원하는 것을 ‘알아서’ 해결해 줄 수 있는 기술이 발전하고 있는 것입니다. 이것이 바로 ‘AI’, 즉 ‘인공지능’ 기술입니다. 
들어본 적은 있지만 멀게만 느껴지고 어렵게만 느껴졌던 AI라는 기술을 직접 체험해 보면 서 AI를 보다 쉽게 이해하는 데 도움이 되고자 이 책을 만들었습니다. AI에 대한 어려운 설명보다는 책을 보면서 천천히 따라 하다 보면 어느새 ‘AI가 이런 거구나! 쉽네!’라는 것을 느낄 것입니다. 우리 생활에서도 AI를 쉽게 사용하기 위해 재미있는 AI 세계로 들어가 볼까요?"
147,"비즈니스 데이터 과학 (비즈니스 의사결정을 위한 통계학, 경제학, 인공지능의 만남)",https://search.shopping.naver.com/book/catalog/33085377627,https://shopping-phinf.pstatic.net/main_3308537/33085377627.20220702095248.jpg,맷 태디,31500,한빛미디어,20220629,9791162245729,"더 나은 의사결정을 위한 필수 통계학, 경제학 개념부터 핵심 머신러닝 알고리즘까지 
실무자를 위한 비즈니스 빅데이터 기술

비즈니스 분야에서 자주 언급되는 문제와 관련된 통계학, 경제학 개념 및 빅데이터 기술을 소개합니다. 이 책에는 아마존과 마이크로소프트에서 데이터 과학팀을 이끌고 시카고 대학교에서 계량경제학 및 통계학 교수로 재직하면서 데이터 과학 커리큘럼을 개발한 저자의 경험이 고스란히 담겨있습니다. 통계학, 경제학 개념부터 머신러닝 알고리즘까지 실무자가 알아야 하는 필수적인 내용들을 친절하게 설명하며 이를 R 프로그래밍 언어로 직접 구현하면서 모델링 기법의 목적과 사용법을 더 자세히 이해할 수 있게 돕습니다. 데이터 과학자, 데이터 엔지니어, 인공지능 개발자, 비즈니스 의사결정자 그리고 고급 통계학 지식을 얻고자 하는 사람에게 유용한 책입니다."
148,알파세대가 학교에 온다 (인공지능시대의 디지털 키즈),https://search.shopping.naver.com/book/catalog/32463522609,https://shopping-phinf.pstatic.net/main_3246352/32463522609.20220527034501.jpg,최은영,13500,지식프레임,20211228,9788994655017,"알파세대를 위한 미래 교육, 
무엇을 어떻게 가르칠 것인가?

2020년 전 세계를 혼란에 빠뜨린 코로나 바이러스로 인해 우리의 일상은 충격적인 변화를 경험하고 있다. 사람과 사람 사이의 만남은 제한되었고, 일상의 토대는 오프라인에서 온라인으로 옮겨가는 중이다. 재택 근무, 화상 회의 등 먼 미래의 일이라고만 생각했던 일들이 현실이 되었고, 등교와 대면 수업이라는 전통적인 학교 교육 방식은 온라인 수업으로의 혁명적인 변화를 맞이했다. 그리고 지금 이 시기, 코로나19로 억압된 일상과 디지털 시대를 동시에 살고 있는 아이들이 바로 알파세대이다. 
2010년 이후 출생하여 지금 학령기를 지나고 있는 알파세대는 기존의 아이들과는 여러 면에서 차이가 있다. 태어나면서부터 디지털 기기를 능숙하게 사용하고, 인공지능과 디지털 가상세계가 생활 속에서 함께하는 세대이다. 그렇다면 알파세대를 위한 미래 교육은 무엇이 어떻게 달라져야 할까? 교사는 무엇을 준비하고 가르쳐야 할까? 이 책은 학교 현장의 교사인 저자가 알파세대에 대한 이해를 바탕으로 미래 교육에 관해 치열하게 고민하고, 질문하고, 성찰한 내용을 바탕으로 한 결과물이다."
149,인공지능 시대의 인재 혁명,https://search.shopping.naver.com/book/catalog/32441658633,https://shopping-phinf.pstatic.net/main_3244165/32441658633.20220530150302.jpg,김진규^윤길근^박형근,13500,교육과학사,20210811,9788925416090,급변하는 AI 시대에 슬기롭게 대처하기 위해서 우리 인간은 자기주도성을 발휘해야 한다. 미래 사회는 평생을 주도적으로 스스로 학습하는 창의 인재만이 생존하게 될 것이다. 특히 AI와 공존하는 미래 인재상과 적합한 인재혁명 전략을 제시하여 교육 현장에서 AI 교육을 실천하는 교육자들에게 도움을 주려는 의도에서 이 책을 집필하였다.
150,"인공지능과 일상생활 (가정, 업무, 배움의 현재와 미래)",https://search.shopping.naver.com/book/catalog/32438174768,https://shopping-phinf.pstatic.net/main_3243817/32438174768.20220527023043.jpg,김연숙,16200,후마니타스,20210823,9788964373835,"많은 이들은 우리가 이미 인공지능시대에 들어섰다고 단언한다. 쏟아지고 있는 인공지능 관련 서적들에서부터 정부의 정책에 이르기까지 인공지능에 적응할 것을 강조하고, 적응하지 못하면 도태될 것이라고 경고한다. 하지만 ‘우리는 변화를 어떻게 인식하고 있으며, 그 변화는 우리에게 어떤 의미를 갖는가’라는 질문은 잘 들리지 않는다. 이 질문에 접근하기 위해 이 책은 인공지능이 변화시키는 ‘일상’에 주목한다. 인공지능시대가 이미 도래해 전혀 경험하지 못한 세상이 만들어지고 있다면, 무엇보다 그것은 우리의 일상 속에서 이루어지고 있을 것이기 때문이다. 

이 책은 일상생활 중에서도 가정이라는 공간을 중심으로 한 사적인 삶의 영위, 직장에서의 다양한 업무 방식, 정보와 지식을 습득하는 배움의 과정에 초점을 맞추어, 심층 면접과 전화 인터뷰를 통해 우리 사회 구성원들이 인공지능이 변화시키는 일상에 대해 어떻게 생각하고 있는지를 살펴본다. 미래학, 정치학, 철학에 바탕을 두고 기대와 불안이 교차하는 현장의 목소리를 해석하고 재구성한 이 책은, 현재 진행되고 있는 인공지능의 일상화를 비판적으로 생각해 보는 계기가 될 것이다."
151,컴퓨팅 사고 (인공지능 컴퓨터처럼 생각하기),https://search.shopping.naver.com/book/catalog/32455937837,https://shopping-phinf.pstatic.net/main_3245593/32455937837.20220527043401.jpg,안성진^오경선,20700,인피니티북스,20220218,9791185578941,"컴퓨팅 사고를 이해하고 적용하여 문제를 해결해보자!

이 책은 인공지능 시대에 필요한 컴퓨팅 사고를 소개하고 데이터 수집, 데이터 분석, 문제분해 등 컴퓨팅 사고의 9가지 역량을 각 장으로 구성하였다. 컴퓨팅 사고 기반으로 다양한 문제를 해결해볼 수 있도록 실습문제와 도전문제를 배치하였다.

1~2장은 인공지능과 컴퓨팅 사고를 설명하였고 3~4장은 데이터 수집, 데이터 분석, 데이터 표현 방법을 다루었다. 5장에서는 소프트웨어 개발 문제를 다루기 위해 교육용 프로그래밍 언어인 러플을 설명하였다. 6~10장은 문제분해, 추상화, 알고리즘, 자동화, 시뮬레이션과 병렬화를 설명하고 일반적인 문제와 소프트웨어 개발 문제로 구분하여 실습해볼 수 있도록 구성하였다."
152,인공지능과 법,https://search.shopping.naver.com/book/catalog/32478398860,https://shopping-phinf.pstatic.net/main_3247839/32478398860.20220527031735.jpg,한국인공지능법학회,24750,박영사,20190228,9791130333571,▶ 인공지능과 법에 관한 내용을 담은 전문서적입니다.
153,경영학과 함께하는 파이썬 인공지능,https://search.shopping.naver.com/book/catalog/32462301650,https://shopping-phinf.pstatic.net/main_3246230/32462301650.20220527043244.jpg,박경욱^박주영^김태환,26600,드림미디어,20220302,9788991051621,"파이썬을 효과적으로 학습하기 위해서는 파이썬 기본 코딩에 대한 학습뿐만 아니라 관련 라이브러리들에 대한 학습이 동반되어야 하지만 실로 방대한 분야에 걸친 라이브러리들을 어느 범위까지 학습해야 할 것인가 하는 물음에 대한 답은 파이썬을 어떤 분야에서 어떤 목적으로 사용하려 하는지
에 따라 결정되어야 한다는 것이 저자들의 생각이다. 이 책에서는 경영학 관련 문제들에 관심이 깊은 학습자들이나 기업 경영 과정에서 부딪치는 문제들에 파이썬을 응용하기를 원하는 독자들의 관점에 초점을 맞추고자 한다. 이를 위해서 파이썬 기본 코딩 방법을 포함하여 matplotlib, Pandas, NumPy, SciPy, Scikit-learn, Pytorch, seaborn, pulp 등의 라이브러리들의 기본적인 사용법에 대한 학습을 바탕으로 경영학 관련 학습이나 기업 경영 과정에서의 문제들을 해결하기 위한 방법들을 소개하기로 한다."
154,인간의 감성을 리딩하라 (인공지능 시대),https://search.shopping.naver.com/book/catalog/32467026633,https://shopping-phinf.pstatic.net/main_3246702/32467026633.20220527044506.jpg,김미경,11700,책과나무,20160615,9791157762026,이론과 최근 사례로 알아보는 김미경의 감성 경영 [인간의 감성을 리딩하라].
155,인공지능 교과서 2 (중.고등학생을 위한),https://search.shopping.naver.com/book/catalog/32466948811,https://shopping-phinf.pstatic.net/main_3246694/32466948811.20220524183231.jpg,천위쿤 (책임편집),14400,광문각,20201130,9788970934051,"4차 산업혁명 시대! 미래는 어떻게 바뀌는가?
10대들을 위한 미리 배우는 AI의 기술!

어렸을 때 공상과학 소설에서 읽었고 얼마전까지 영화 및 TV SF물에서나 보와 왔던 여러 가지 것들이 언젠가 부터 우리의 일상적인 생활용어로 자연스럽게 사용되고 다양한 매체를 통해서도 쉽게 접근할 수 있게 되었습니다.  인공지능의 분야는 알파고가 세상에 알려지기 전과 후가 너무나도 많은 변화가 되는 것을 알 수 있습니다.
일반적으로 사람과 기계를 구분하는 것은 사람은 깊이 생각을 할수 있는 것이고 기계는 단순한 계산과 저장이 뛰어나다고 하던것에서 컴퓨터도 스스로 생각하고 사람과 같은 두뇌역활을 한다는 점이 정말 놀라울 정도로 발전되어 간다고 하겠습니다.

인공지능은 제4차 산업혁명의 핵심 기술로 우리의 생활과 패턴에 많은 변화를 가져오고 국가의 미래 전략에서도 매우 중요한 글로벌 경쟁을 하는 현실에서 전 세계 수많은 국가와 기업이 뛰어들어 국가의 생존을 거는 경쟁을 한다고 봐도 과언은 아닐 것입니다.
가까운 중국이 내세운 목표 중 2030년까지 인공지능(AI) 분야에서 세계 1위로 도약하기 위한 목표를 삼아 중국의 정부 차원에서 인공지능 교재를 개발하고, 각 시범학교로 보급하여 인공지능의 교육에 힘을 쓰고 있고, 마침내 인공지능이 초·중·고 필수과목이 되어 가고 있는 것이 우리나라의 미래 교육으로는 정말 부러운 일이라 하겠습니다.

이 책은 중국 최고의 인공지능 플랫폼 기업 센스타임과 교육 전문가 및 중등학교의 우수한 교사들이 공동으로 개발하였습니다. 집필진은 교재를 개발한 목적을 “학생들이 과학자들처럼 사고할 수 있도록 인도하는 것”이라고 밝히고 있듯이, 인공지능은 가까운 미래에 우리나라 청소년들에게 반드시 필요한 교육임이 분명하다고 생각됩니다.
이 책은 인공지능을 배우고자 하는 학생들이면 한 번쯤은 인공지능에 대한 과학적 이론을 이해하도록 하고 처음부터 차근차근 인공지능 이론과 기본적인 능력을 활용할 수 있도록 총 9장으로 구성되어 있습니다.
그 중 인공지능 개요, 간단한 프로그래밍, 머신 비전 소개, 이미지 처리와 분류, 음성인식, 자연어 처리를 포함한 전체 내용이 풍부한 사진 자료와 함께 잘 설명되어 있습니다. 각 장은 다양한 관련된 그림 또는 생활 장면을 가지고 문제에 대한 사고를 통해 단계적으로 지식을 전달하고 있습니다.

현재의 인공지능은 우리의 생활에 깊숙이 파고들어 있으며, 이미 인공지능를 할 수 있는 인프라 구축이 매우 잘되어 있습니다. 인공지능 기술은 컴퓨터비전, 자연어 처리, 소리 및 음성 처리, 게임 이론과 윤리, 로봇공학 등의 분야에서 응용되고 있습니다. 자연어 처리 기술의 발전에 따라 언젠가는 우리가 외국인들과 소통할 때 인공지능이 우리의 말과 감정을 정확하게 전달하여 소통에 장애가 없는 날이 도래할 것입니다. 

우리나라의 미래에 주역이 되는 청소년들에게 인공지능은 학생들이 가지려는 다양한 직업과 생활에 없어서는 안 될 필수적인 도구이기에 이 책이 인공지능을 학습하는 초석이 되는 마치 길잡이와 같은 책이 되리라 믿고 이 책을 추천합니다.

※ 본 도서는 답안을 제공하지 않습니다."
156,비전공자의 인공지능(AI) 입문,https://search.shopping.naver.com/book/catalog/32467113778,https://shopping-phinf.pstatic.net/main_3246711/32467113778.20220527055548.jpg,김정환^박노일,15300,홍릉,20220121,9791156009498,"이 책은 인공지능(AI)에 입문하려는 비전공자의 길안내서이다. 난이도는 인문사회계열의 전공자가 처음으로 AI 지식을 체계적으로 이해하고 구현할 수 있는 입문서 수준을 유지하고 있다. 기초통계와 인공신경망, CNN, RNN 등 AI의 기본 개념 체계는 물론 예제를 중심으로 누구나 AI 구현 실습을 따라 할 수 있도록 매뉴얼을 함께 담고 있다. 컴퓨터공학 등 유관 전공을 하지 않은 비전공자나 대학생들이 한 학기 동안 인공지능에 대한 기초 학습과 구현 실습교재로 사용할 수 있다. 또한, 인공지능을 공부하고 싶지만, 엄두가 나지 않았던 이 시대의 모든 지성인이 인공지능의 개념을 체계적으로 이해하고 AI를 구현해 보는 과정을 통해 AI에 실제 입문할 수 있는 유용한 길잡이가 될 수 있다."
157,법과학의 적용한 형사사법의 선진화 방안 8 (인공지능 기술),https://search.shopping.naver.com/book/catalog/32485491769,https://shopping-phinf.pstatic.net/main_3248549/32485491769.20220527041046.jpg,윤지영,10000,한국형사정책연구원,20171201,9791187160670,▶ 이 책은 한국형사정책연구원의 법과학의 적용한 형사사법의 선진화 방안을 다룬 정부간행물입니다.
158,인공지능개론,https://search.shopping.naver.com/book/catalog/32493599196,https://shopping-phinf.pstatic.net/main_3249359/32493599196.20220521015949.jpg,우종우,9500,국민대학교출판부,20091113,9788978122863,"인공지능을 상세하게 살펴보는 교재 『인공지능개론』. 인공지능은 인지하고, 추론하고, 행위하는 연산의 연구영역이다. 이 책은 인간의 능력이 앞서는 일을 컴퓨터가 만드는 인공지능에 대해 상세하게 살펴본다. 인공지능의 개요를 시작으로, 게임탐색, 로직, 전문가 시스템, LISP 언어 등을 세밀하게 설명하고 있다."
159,인공지능 완전정복 (누구도 경험하지 못한 미래),https://search.shopping.naver.com/book/catalog/32468171077,https://shopping-phinf.pstatic.net/main_3246817/32468171077.20220527040259.jpg,정종기,22500,형설출판사,20201117,9788947285261,"『인공지능 완전정복』 은 〈인공지능이 뭐지?〉, 〈미래 융합기술은 무엇일까?〉, 〈인공지능시대, 우리는 무엇을 해야 하나?〉, 〈인공지능과 함께 춤을 추어라!〉 등을 수록하고 있는 책이다."
160,인공지능 윤리 개론(큰글씨책),https://search.shopping.naver.com/book/catalog/32497204123,https://shopping-phinf.pstatic.net/main_3249720/32497204123.20220527025531.jpg,심지원^김태성^송석진^신한수^심지원,27000,커뮤니케이션북스,20210830,9791128862090,"AI(인공지능) 시대가 열리고 있다. 인공지능이 인간의 행복과 편익을 증진시키려면 AI기술과 AI윤리가 조화롭게 발전해야 한다. 윤리를 도외시하고 기술만 앞세우면 위험해 진다. AI의 편향과 차별의 문제, AI의 오류로 사람이 위협받는 문제, AI를 악용한 범죄와 프라이버시권 침해 문제, 킬러로봇 개발 문제 등 인공지능이 일으킬 수 있는 문제를 미리 파악하고 대비해 안전장치를 마련해야 한다. 이 책은 이러한 목적으로 한국인공지능윤리협회 전문가 11인이 모여 만든 교양서다. 인공지능 윤리의 기본 개념과 핵심 내용, 빅데이터 윤리와 의료 인공지능 윤리, 인공지능 교육과 윤리, 스마트팩토리와 윤리, 스마트 건축의 윤리적 문제 등 AI 기술의 발달 과정에서 발생하는 AI 윤리 문제에 대해 알기 쉽게 정리했다."
161,인공지능 개론 (2nd Edition),https://search.shopping.naver.com/book/catalog/32466967757,https://shopping-phinf.pstatic.net/main_3246696/32466967757.20220527033304.jpg,마이클 네그네빗스키,23750,한빛아카데미,20130730,9788998756451,"『인공지능 개론』은 인공지능에 대한 지적 호기심을 충족시킬 수 있는 다양한 이론과 예제를 다룬 입문서다. 인공지능을 이해하는 데 필요한 확률, 집합론 등의 수학 이론부터 인공지능 논리와 실생활 예제까지 전반적인 내용을 배울 수 있다. 현실에서 접할 수 있는 다양한 실생활 예제를 통해 인공지능 시스템들의 원리와 특징을 알아보고 해결 과정을 살펴본다."
162,인공지능개론,https://search.shopping.naver.com/book/catalog/32485027186,https://shopping-phinf.pstatic.net/main_3248502/32485027186.20220520150420.jpg,DAN W.PATTERSON,19000,지성출판사,19970127,9788979200089,
